NAICS Sector Code,NAICS Codes,Sector,Subsector,NAICS Industry Description,Size Standards (millions of dollars),Size standards (number of employees)
44.0,441320,Sector 44 - 45 – Retail Trade,Subsector 441 – Motor Vehicle and Parts Dealers,Tire Dealers,16.5,
44.0,442110,Sector 44 - 45 – Retail Trade,Subsector 442 – Furniture and Home Furnishings Stores,Furniture Stores,22,
44.0,442210,Sector 44 - 45 – Retail Trade,Subsector 442 – Furniture and Home Furnishings Stores,Floor Covering Stores,8,
44.0,442291,Sector 44 - 45 – Retail Trade,Subsector 442 – Furniture and Home Furnishings Stores,Window Treatment Stores,8,
44.0,442299,Sector 44 - 45 – Retail Trade,Subsector 442 – Furniture and Home Furnishings Stores,All Other Home Furnishings Stores,22,
44.0,443141,Sector 44 - 45 – Retail Trade,Subsector 443 – Electronics and Appliance Stores,Household Appliance Stores,12,
44.0,443142,Sector 44 - 45 – Retail Trade,Subsector 443 – Electronics and Appliance Stores,Electronics Stores,35,
44.0,444110,Sector 44 - 45 – Retail Trade,Subsector 444 – Building Material and Garden Equipment and Supplies Dealers,Home Centers,41.5,
44.0,444120,Sector 44 - 45 – Retail Trade,Subsector 444 – Building Material and Garden Equipment and Supplies Dealers,Paint and Wallpaper Stores,30,
44.0,444130,Sector 44 - 45 – Retail Trade,Subsector 444 – Building Material and Garden Equipment and Supplies Dealers,Hardware Stores,8,
44.0,444190,Sector 44 - 45 – Retail Trade,Subsector 444 – Building Material and Garden Equipment and Supplies Dealers,Other Building Material Dealers,22,
44.0,444210,Sector 44 - 45 – Retail Trade,Subsector 444 – Building Material and Garden Equipment and Supplies Dealers,Outdoor Power Equipment Stores,8,
44.0,444220,Sector 44 - 45 – Retail Trade,Subsector 444 – Building Material and Garden Equipment and Supplies Dealers,Nursery and Garden Centers,12,
44.0,445110,Sector 44 - 45 – Retail Trade,Subsector 445 – Food and Beverage Stores,Supermarkets and Other Grocery (except Convenience) Stores,35,
44.0,445120,Sector 44 - 45 – Retail Trade,Subsector 445 – Food and Beverage Stores,Convenience Stores,32,
44.0,445210,Sector 44 - 45 – Retail Trade,Subsector 445 – Food and Beverage Stores,Meat Markets,8,
44.0,445220,Sector 44 - 45 – Retail Trade,Subsector 445 – Food and Beverage Stores,Fish and Seafood Markets,8,
44.0,445230,Sector 44 - 45 – Retail Trade,Subsector 445 – Food and Beverage Stores,Fruit and Vegetable Markets,8,
44.0,445291,Sector 44 - 45 – Retail Trade,Subsector 445 – Food and Beverage Stores,Baked Goods Stores,8,
44.0,445292,Sector 44 - 45 – Retail Trade,Subsector 445 – Food and Beverage Stores,Confectionery and Nut Stores,8,
44.0,445299,Sector 44 - 45 – Retail Trade,Subsector 445 – Food and Beverage Stores,All Other Specialty Food Stores,8,
44.0,445310,Sector 44 - 45 – Retail Trade,Subsector 445 – Food and Beverage Stores,"Beer, Wine and Liquor Stores",8,
44.0,446110,Sector 44 - 45 – Retail Trade,Subsector 446 – Health and Personal Care Stores,Pharmacies and Drug Stores,30,
44.0,446120,Sector 44 - 45 – Retail Trade,Subsector 446 – Health and Personal Care Stores,"Cosmetics, Beauty Supplies and Perfume Stores",30,
44.0,446130,Sector 44 - 45 – Retail Trade,Subsector 446 – Health and Personal Care Stores,Optical Goods Stores,22,
44.0,446191,Sector 44 - 45 – Retail Trade,Subsector 446 – Health and Personal Care Stores,Food (Health) Supplement Stores,16.5,
44.0,446199,Sector 44 - 45 – Retail Trade,Subsector 446 – Health and Personal Care Stores,All Other Health and Personal Care Stores,8,
44.0,447110,Sector 44 - 45 – Retail Trade,Subsector 447 – Gasoline Stations,Gasoline Stations with Convenience Stores,32,
44.0,447190,Sector 44 - 45 – Retail Trade,Subsector 447 – Gasoline Stations,Other Gasoline Stations,16.5,
44.0,448110,Sector 44 - 45 – Retail Trade,Subsector 448 – Clothing and Clothing Accessories Stores,Men’s Clothing Stores,12,
44.0,448120,Sector 44 - 45 – Retail Trade,Subsector 448 – Clothing and Clothing Accessories Stores,Women’s Clothing Stores,30,
44.0,448130,Sector 44 - 45 – Retail Trade,Subsector 448 – Clothing and Clothing Accessories Stores,Children’s and Infants’ Clothing Stores,35,
44.0,448140,Sector 44 - 45 – Retail Trade,Subsector 448 – Clothing and Clothing Accessories Stores,Family Clothing Stores,41.5,
44.0,448150,Sector 44 - 45 – Retail Trade,Subsector 448 – Clothing and Clothing Accessories Stores,Clothing Accessories Stores,16.5,
44.0,448190,Sector 44 - 45 – Retail Trade,Subsector 448 – Clothing and Clothing Accessories Stores,Other Clothing Stores,22,
44.0,448210,Sector 44 - 45 – Retail Trade,Subsector 448 – Clothing and Clothing Accessories Stores,Shoe Stores,30,
44.0,448310,Sector 44 - 45 – Retail Trade,Subsector 448 – Clothing and Clothing Accessories Stores,Jewelry Stores,16.5,
44.0,448320,Sector 44 - 45 – Retail Trade,Subsector 448 – Clothing and Clothing Accessories Stores,Luggage and Leather Goods Stores,30,
45.0,451110,Sector 44 - 45 – Retail Trade,"Subsector 451 – Sporting Good, Hobby, Book and Music Stores",Sporting Goods Stores,16.5,
45.0,451120,Sector 44 - 45 – Retail Trade,"Subsector 451 – Sporting Good, Hobby, Book and Music Stores","Hobby, Toy and Game Stores",30,
45.0,451130,Sector 44 - 45 – Retail Trade,"Subsector 451 – Sporting Good, Hobby, Book and Music Stores","Sewing, Needlework and Piece Goods Stores",30,
45.0,451140,Sector 44 - 45 – Retail Trade,"Subsector 451 – Sporting Good, Hobby, Book and Music Stores",Musical Instrument and Supplies Stores,12,
45.0,451211,Sector 44 - 45 – Retail Trade,"Subsector 451 – Sporting Good, Hobby, Book and Music Stores",Book Stores,30,
45.0,451212,Sector 44 - 45 – Retail Trade,"Subsector 451 – Sporting Good, Hobby, Book and Music Stores",News Dealers and Newsstands,8,
45.0,452210,Sector 44 - 45 – Retail Trade,Subsector 452 – General Merchandise Stores,Department Stores,35,
45.0,452311,Sector 44 - 45 – Retail Trade,Subsector 452 – General Merchandise Stores,Warehouse Clubs and Supercenters,32,
45.0,452319,Sector 44 - 45 – Retail Trade,Subsector 452 – General Merchandise Stores,All Other General Merchandise Stores,35,
45.0,453110,Sector 44 - 45 – Retail Trade,Subsector 453 – Miscellaneous Store Retailers,Florists,8,
45.0,453210,Sector 44 - 45 – Retail Trade,Subsector 453 – Miscellaneous Store Retailers,Office Supplies and Stationery Stores,35,
45.0,453220,Sector 44 - 45 – Retail Trade,Subsector 453 – Miscellaneous Store Retailers,"Gift, Novelty and Souvenir Stores",8,
45.0,453310,Sector 44 - 45 – Retail Trade,Subsector 453 – Miscellaneous Store Retailers,Used Merchandise Stores,8,
45.0,453910,Sector 44 - 45 – Retail Trade,Subsector 453 – Miscellaneous Store Retailers,Pet and Pet Supplies Stores,22,
45.0,453920,Sector 44 - 45 – Retail Trade,Subsector 453 – Miscellaneous Store Retailers,Art Dealers,8,
45.0,453930,Sector 44 - 45 – Retail Trade,Subsector 453 – Miscellaneous Store Retailers,Manufactured (Mobile) Home Dealers,16.5,
45.0,453991,Sector 44 - 45 – Retail Trade,Subsector 453 – Miscellaneous Store Retailers,Tobacco Stores,8,
45.0,453998,Sector 44 - 45 – Retail Trade,Subsector 453 – Miscellaneous Store Retailers,All Other Miscellaneous Store Retailers (except Tobacco Stores),8,
45.0,454110,Sector 44 - 45 – Retail Trade,Subsector 454 – Nonstore Retailers,Electronic Shopping and Mail-Order Houses,41.5,
45.0,454210,Sector 44 - 45 – Retail Trade,Subsector 454 – Nonstore Retailers,Vending Machine Operators,12,
45.0,454310,Sector 44 - 45 – Retail Trade,Subsector 454 – Nonstore Retailers,Fuel Dealers,,100.0
45.0,454390,Sector 44 - 45 – Retail Trade,Subsector 454 – Nonstore Retailers,Other Direct Selling Establishments,8,
48.0,481111,Sector 48 - 49 – Transportation and Warehousing,Subsector 481 – Air Transportation,Scheduled Passenger Air Transportation,,1500.0
48.0,481112,Sector 48 - 49 – Transportation and Warehousing,Subsector 481 – Air Transportation,Scheduled Freight Air Transportation,,1500.0
48.0,481211,Sector 48 - 49 – Transportation and Warehousing,Subsector 481 – Air Transportation,Nonscheduled Chartered Passenger Air Transportation,,1500.0
48.0,481212,Sector 48 - 49 – Transportation and Warehousing,Subsector 481 – Air Transportation,Nonscheduled Chartered Freight Air Transportation  ,,1500.0
48.0,481219,Sector 48 - 49 – Transportation and Warehousing,Subsector 481 – Air Transportation,Other Nonscheduled Air Transportation,16.5,
48.0,482111,Sector 48 - 49 – Transportation and Warehousing,Subsector 482 – Rail Transportation,Line‑Haul Railroads,,1500.0
48.0,482112,Sector 48 - 49 – Transportation and Warehousing,Subsector 482 – Rail Transportation,Short Line Railroads,,1500.0
48.0,483111,Sector 48 - 49 – Transportation and Warehousing,Subsector 483 – Water Transportation,Deep Sea Freight Transportation,,500.0
48.0,483112,Sector 48 - 49 – Transportation and Warehousing,Subsector 483 – Water Transportation,Deep Sea Passenger Transportation,,1500.0
48.0,483113,Sector 48 - 49 – Transportation and Warehousing,Subsector 483 – Water Transportation,Coastal and Great Lakes Freight Transportation,,750.0
48.0,483114,Sector 48 - 49 – Transportation and Warehousing,Subsector 483 – Water Transportation,Coastal and Great Lakes Passenger Transportation,,500.0
48.0,483211,Sector 48 - 49 – Transportation and Warehousing,Subsector 483 – Water Transportation,Inland Water Freight Transportation,,750.0
48.0,483212,Sector 48 - 49 – Transportation and Warehousing,Subsector 483 – Water Transportation,Inland Water Passenger Transportation,,500.0
48.0,484110,Sector 48 - 49 – Transportation and Warehousing,Subsector 484 – Truck Transportation,"General Freight Trucking, Local",30,
48.0,484121,Sector 48 - 49 – Transportation and Warehousing,Subsector 484 – Truck Transportation,"General Freight Trucking, Long‑Distance, Truckload  ",30,
48.0,484122,Sector 48 - 49 – Transportation and Warehousing,Subsector 484 – Truck Transportation,"General Freight Trucking, Long‑Distance, Less Than Truckload",30,
48.0,484210,Sector 48 - 49 – Transportation and Warehousing,Subsector 484 – Truck Transportation,Used Household and Office Goods Moving,30,
48.0,484220,Sector 48 - 49 – Transportation and Warehousing,Subsector 484 – Truck Transportation,"Specialized Freight (except Used Goods) Trucking, Local",30,
48.0,484230,Sector 48 - 49 – Transportation and Warehousing,Subsector 484 – Truck Transportation,"Specialized Freight (except Used Goods) Trucking, Long‑Distance",30,
48.0,485111,Sector 48 - 49 – Transportation and Warehousing,Subsector 485 – Transit and Ground Passenger Transportation,Mixed Mode Transit Systems,16.5,
48.0,485112,Sector 48 - 49 – Transportation and Warehousing,Subsector 485 – Transit and Ground Passenger Transportation,Commuter Rail Systems,16.5,
48.0,485113,Sector 48 - 49 – Transportation and Warehousing,Subsector 485 – Transit and Ground Passenger Transportation,Bus and Other Motor Vehicle Transit Systems,16.5,
48.0,485119,Sector 48 - 49 – Transportation and Warehousing,Subsector 485 – Transit and Ground Passenger Transportation,Other Urban Transit Systems,16.5,
48.0,485210,Sector 48 - 49 – Transportation and Warehousing,Subsector 485 – Transit and Ground Passenger Transportation,Interurban and Rural Bus Transportation,16.5,
48.0,485310,Sector 48 - 49 – Transportation and Warehousing,Subsector 485 – Transit and Ground Passenger Transportation,Taxi Service,16.5,
48.0,485320,Sector 48 - 49 – Transportation and Warehousing,Subsector 485 – Transit and Ground Passenger Transportation,Limousine Service,16.5,
48.0,485410,Sector 48 - 49 – Transportation and Warehousing,Subsector 485 – Transit and Ground Passenger Transportation,School and Employee Bus Transportation,16.5,
48.0,485510,Sector 48 - 49 – Transportation and Warehousing,Subsector 485 – Transit and Ground Passenger Transportation,Charter Bus Industry,16.5,
48.0,485991,Sector 48 - 49 – Transportation and Warehousing,Subsector 485 – Transit and Ground Passenger Transportation,Special Needs Transportation,16.5,
48.0,485999,Sector 48 - 49 – Transportation and Warehousing,Subsector 485 – Transit and Ground Passenger Transportation,All Other Transit and Ground Passenger Transportation,16.5,
48.0,486110,Sector 48 - 49 – Transportation and Warehousing,Subsector 486 – Pipeline Transportation,Pipeline Transportation of Crude Oil,,1500.0
48.0,486210,Sector 48 - 49 – Transportation and Warehousing,Subsector 486 – Pipeline Transportation,Pipeline Transportation of Natural Gas,30,
48.0,486910,Sector 48 - 49 – Transportation and Warehousing,Subsector 486 – Pipeline Transportation,Pipeline Transportation of Refined Petroleum Products,,1500.0
48.0,486990,Sector 48 - 49 – Transportation and Warehousing,Subsector 486 – Pipeline Transportation,All Other Pipeline Transportation,40.5,
48.0,487110,Sector 48 - 49 – Transportation and Warehousing,Subsector 487 – Scenic and Sightseeing Transportation,"Scenic and Sightseeing Transportation, Land",8,
48.0,487210,Sector 48 - 49 – Transportation and Warehousing,Subsector 487 – Scenic and Sightseeing Transportation,"Scenic and Sightseeing Transportation, Water",8,
48.0,487990,Sector 48 - 49 – Transportation and Warehousing,Subsector 487 – Scenic and Sightseeing Transportation,"Scenic and Sightseeing Transportation, Other",8,
48.0,488111,Sector 48 - 49 – Transportation and Warehousing,Subsector 488 – Support Activities for Transportation,Air Traffic Control,35,
48.0,488119,Sector 48 - 49 – Transportation and Warehousing,Subsector 488 – Support Activities for Transportation,Other Airport Operations,35,
48.0,488190,Sector 48 - 49 – Transportation and Warehousing,Subsector 488 – Support Activities for Transportation,Other Support Activities for Air Transportation,35,
48.0,488210,Sector 48 - 49 – Transportation and Warehousing,Subsector 488 – Support Activities for Transportation,Support Activities for Rail Transportation,16.5,
48.0,488310,Sector 48 - 49 – Transportation and Warehousing,Subsector 488 – Support Activities for Transportation,Port and Harbor Operations,41.5,
48.0,488320,Sector 48 - 49 – Transportation and Warehousing,Subsector 488 – Support Activities for Transportation,Marine Cargo Handling,41.5,
48.0,488330,Sector 48 - 49 – Transportation and Warehousing,Subsector 488 – Support Activities for Transportation,Navigational Services to Shipping,41.5,
48.0,488390,Sector 48 - 49 – Transportation and Warehousing,Subsector 488 – Support Activities for Transportation,Other Support Activities for Water Transportation,41.5,
48.0,488410,Sector 48 - 49 – Transportation and Warehousing,Subsector 488 – Support Activities for Transportation,Motor Vehicle Towing,8,
48.0,488490,Sector 48 - 49 – Transportation and Warehousing,Subsector 488 – Support Activities for Transportation,Other Support Activities for Road Transportation,8,
48.0,488510,Sector 48 - 49 – Transportation and Warehousing,Subsector 488 – Support Activities for Transportation,Freight Transportation Arrangement10,16.5,
48.0,488510_Except,Sector 48 - 49 – Transportation and Warehousing,Subsector 488 – Support Activities for Transportation,Non‑Vessel Owning Common Carriers and Household Goods Forwarders,30,
48.0,488991,Sector 48 - 49 – Transportation and Warehousing,Subsector 488 – Support Activities for Transportation,Packing and Crating,30,
48.0,488999,Sector 48 - 49 – Transportation and Warehousing,Subsector 488 – Support Activities for Transportation,All Other Support Activities for Transportation,8,
49.0,491110,Sector 48 - 49 – Transportation and Warehousing,Subsector 491 – Postal Service,Postal Service,8,
49.0,492110,Sector 48 - 49 – Transportation and Warehousing,Subsector 492 – Couriers and Messengers,Couriers and Express Delivery Services,,1500.0
49.0,492210,Sector 48 - 49 – Transportation and Warehousing,Subsector 492 – Couriers and Messengers,Local Messengers and Local Delivery,30,
49.0,493110,Sector 48 - 49 – Transportation and Warehousing,Subsector 493 – Warehousing and Storage,General Warehousing and Storage,30,
49.0,493120,Sector 48 - 49 – Transportation and Warehousing,Subsector 493 – Warehousing and Storage,Refrigerated Warehousing and Storage,30,
49.0,493130,Sector 48 - 49 – Transportation and Warehousing,Subsector 493 – Warehousing and Storage,Farm Product Warehousing and Storage,30,
49.0,493190,Sector 48 - 49 – Transportation and Warehousing,Subsector 493 – Warehousing and Storage,Other Warehousing and Storage,30,
51.0,511110,Sector 51 – Information,Subsector 511 – Publishing Industries (except Internet),Newspaper Publishers,,1000.0
51.0,511120,Sector 51 – Information,Subsector 511 – Publishing Industries (except Internet),Periodical Publishers,,1000.0
51.0,511130,Sector 51 – Information,Subsector 511 – Publishing Industries (except Internet),Book Publishers,,1000.0
51.0,511140,Sector 51 – Information,Subsector 511 – Publishing Industries (except Internet),Directory and Mailing List Publishers,,1250.0
51.0,511191,Sector 51 – Information,Subsector 511 – Publishing Industries (except Internet),Greeting Card Publishers,,1500.0
51.0,511199,Sector 51 – Information,Subsector 511 – Publishing Industries (except Internet),All Other Publishers,,500.0
51.0,511210,Sector 51 – Information,Subsector 511 – Publishing Industries (except Internet),Software Publishers20,41.5,
51.0,512110,Sector 51 – Information,Subsector 512 – Motion Picture and Sound Recording Industries,Motion Picture and Video Production,35,
51.0,512120,Sector 51 – Information,Subsector 512 – Motion Picture and Sound Recording Industries,Motion Picture and Video Distribution,34.5,
51.0,512131,Sector 51 – Information,Subsector 512 – Motion Picture and Sound Recording Industries,Motion Picture Theaters (except Drive‑Ins),41.5,
51.0,512132,Sector 51 – Information,Subsector 512 – Motion Picture and Sound Recording Industries,Drive‑In Motion Picture Theaters,8,
51.0,512191,Sector 51 – Information,Subsector 512 – Motion Picture and Sound Recording Industries,Teleproduction and Other Postproduction Services,34.5,
51.0,512199,Sector 51 – Information,Subsector 512 – Motion Picture and Sound Recording Industries,Other Motion Picture and Video Industries,22,
51.0,512230,Sector 51 – Information,Subsector 512 – Motion Picture and Sound Recording Industries,Music Publishers,,750.0
51.0,512240,Sector 51 – Information,Subsector 512 – Motion Picture and Sound Recording Industries,Sound Recording Studios,8,
51.0,512250,Sector 51 – Information,Subsector 512 – Motion Picture and Sound Recording Industries,Record Production and Distribution,,250.0
51.0,512290,Sector 51 – Information,Subsector 512 – Motion Picture and Sound Recording Industries,Other Sound Recording Industries,12,
51.0,515111,Sector 51 – Information,Subsector 515 – Broadcasting (except Internet),Radio Networks,35,
51.0,515112,Sector 51 – Information,Subsector 515 – Broadcasting (except Internet),Radio Stations,41.5,
51.0,515120,Sector 51 – Information,Subsector 515 – Broadcasting (except Internet),Television Broadcasting,41.5,
51.0,515210,Sector 51 – Information,Subsector 515 – Broadcasting (except Internet),Cable and Other Subscription Programming,41.5,
51.0,517311,Sector 51 – Information,Subsector 517 – Telecommunications,Wired Telecommunications Carriers,,1500.0
51.0,517312,Sector 51 – Information,Subsector 517 – Telecommunications,Wireless Telecommunications Carriers (except Satellite),,1500.0
51.0,517410,Sector 51 – Information,Subsector 517 – Telecommunications,Satellite Telecommunications,35,
51.0,517911,Sector 51 – Information,Subsector 517 – Telecommunications,Telecommunications Resellers,,1500.0
51.0,517919,Sector 51 – Information,Subsector 517 – Telecommunications,All Other Telecommunications,35,
51.0,518210,Sector 51 – Information,"Subsector 518 –Data Processing, Hosting, and Related Services","Data Processing, Hosting, and Related Services",35,
51.0,519110,Sector 51 – Information,Subsector 519 – Other Information Services,News Syndicates,30,
51.0,519120,Sector 51 – Information,Subsector 519 – Other Information Services,Libraries and Archives,16.5,
51.0,519130,Sector 51 – Information,Subsector 519 – Other Information Services,Internet Publishing and Broadcasting and Web Search Portals,,1000.0
51.0,519190,Sector 51 – Information,Subsector 519 – Other Information Services,All Other Information Services,30,
52.0,522110,Sector 52 – Finance and Insurance,Subsector 522 – Credit Intermediation and Related Activities,Commercial Banking8,$600 million in assets8,
52.0,522120,Sector 52 – Finance and Insurance,Subsector 522 – Credit Intermediation and Related Activities,Savings Institutions8,$600 million in assets8,
52.0,522130,Sector 52 – Finance and Insurance,Subsector 522 – Credit Intermediation and Related Activities,Credit Unions8,$600 million in assets8,
52.0,522190,Sector 52 – Finance and Insurance,Subsector 522 – Credit Intermediation and Related Activities,Other Depository Credit Intermediation8,$600 million in assets8,
52.0,522210,Sector 52 – Finance and Insurance,Subsector 522 – Credit Intermediation and Related Activities,Credit Card Issuing8,$600 million in assets8,
52.0,522220,Sector 52 – Finance and Insurance,Subsector 522 – Credit Intermediation and Related Activities,Sales Financing,41.5,
52.0,522291,Sector 52 – Finance and Insurance,Subsector 522 – Credit Intermediation and Related Activities,Consumer Lending,41.5,
52.0,522292,Sector 52 – Finance and Insurance,Subsector 522 – Credit Intermediation and Related Activities,Real Estate Credit,41.5,
52.0,522293,Sector 52 – Finance and Insurance,Subsector 522 – Credit Intermediation and Related Activities,International Trade Financing,41.5,
52.0,522294,Sector 52 – Finance and Insurance,Subsector 522 – Credit Intermediation and Related Activities,Secondary Market Financing,41.5,
52.0,522298,Sector 52 – Finance and Insurance,Subsector 522 – Credit Intermediation and Related Activities,All Other Nondepository Credit Intermediation,41.5,
52.0,522310,Sector 52 – Finance and Insurance,Subsector 522 – Credit Intermediation and Related Activities,Mortgage and Nonmortgage Loan Brokers,8,
52.0,522320,Sector 52 – Finance and Insurance,Subsector 522 – Credit Intermediation and Related Activities,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",41.5,
52.0,522390,Sector 52 – Finance and Insurance,Subsector 522 – Credit Intermediation and Related Activities,Other Activities Related to Credit Intermediation,22,
52.0,523110,Sector 52 – Finance and Insurance,Subsector 523 – Financial Investments and Related Activities,Investment Banking and Securities Dealing,41.5,
52.0,523120,Sector 52 – Finance and Insurance,Subsector 523 – Financial Investments and Related Activities,Securities Brokerage,41.5,
52.0,523130,Sector 52 – Finance and Insurance,Subsector 523 – Financial Investments and Related Activities,Commodity Contracts Dealing,41.5,
52.0,523140,Sector 52 – Finance and Insurance,Subsector 523 – Financial Investments and Related Activities,Commodity Contracts Brokerage,41.5,
52.0,523210,Sector 52 – Finance and Insurance,Subsector 523 – Financial Investments and Related Activities,Securities and Commodity Exchanges,41.5,
52.0,523910,Sector 52 – Finance and Insurance,Subsector 523 – Financial Investments and Related Activities,Miscellaneous Intermediation,41.5,
52.0,523920,Sector 52 – Finance and Insurance,Subsector 523 – Financial Investments and Related Activities,Portfolio Management,41.5,
52.0,523930,Sector 52 – Finance and Insurance,Subsector 523 – Financial Investments and Related Activities,Investment Advice,41.5,
52.0,523991,Sector 52 – Finance and Insurance,Subsector 523 – Financial Investments and Related Activities,"Trust, Fiduciary and Custody Activities",41.5,
52.0,523999,Sector 52 – Finance and Insurance,Subsector 523 – Financial Investments and Related Activities,Miscellaneous Financial Investment Activities,41.5,
52.0,524113,Sector 52 – Finance and Insurance,Subsector 524 – Insurance Carriers and Related Activities,Direct Life Insurance Carriers,41.5,
52.0,524114,Sector 52 – Finance and Insurance,Subsector 524 – Insurance Carriers and Related Activities,Direct Health and Medical Insurance Carriers,41.5,
52.0,524126,Sector 52 – Finance and Insurance,Subsector 524 – Insurance Carriers and Related Activities,Direct Property and Casualty Insurance Carriers,,1500.0
52.0,524127,Sector 52 – Finance and Insurance,Subsector 524 – Insurance Carriers and Related Activities,Direct Title Insurance Carriers,41.5,
52.0,524128,Sector 52 – Finance and Insurance,Subsector 524 – Insurance Carriers and Related Activities,"Other Direct Insurance (except Life, Health and Medical) Carriers",41.5,
52.0,524130,Sector 52 – Finance and Insurance,Subsector 524 – Insurance Carriers and Related Activities,Reinsurance Carriers,41.5,
52.0,524210,Sector 52 – Finance and Insurance,Subsector 524 – Insurance Carriers and Related Activities,Insurance Agencies and Brokerages,8,
52.0,524291,Sector 52 – Finance and Insurance,Subsector 524 – Insurance Carriers and Related Activities,Claims Adjusting,22,
52.0,524292,Sector 52 – Finance and Insurance,Subsector 524 – Insurance Carriers and Related Activities,Third Party Administration of Insurance and Pension Funds,35,
52.0,524298,Sector 52 – Finance and Insurance,Subsector 524 – Insurance Carriers and Related Activities,All Other Insurance Related Activities,16.5,
52.0,525110,Sector 52 – Finance and Insurance,"Subsector 525 – Funds, Trusts and Other Financial Vehicles",Pension Funds,35,
52.0,525120,Sector 52 – Finance and Insurance,"Subsector 525 – Funds, Trusts and Other Financial Vehicles",Health and Welfare Funds,35,
52.0,525190,Sector 52 – Finance and Insurance,"Subsector 525 – Funds, Trusts and Other Financial Vehicles",Other Insurance Funds,35,
52.0,525910,Sector 52 – Finance and Insurance,"Subsector 525 – Funds, Trusts and Other Financial Vehicles",Open‑End Investment Funds,35,
52.0,525920,Sector 52 – Finance and Insurance,"Subsector 525 – Funds, Trusts and Other Financial Vehicles","Trusts, Estates, and Agency Accounts",35,
52.0,525990,Sector 52 – Finance and Insurance,"Subsector 525 – Funds, Trusts and Other Financial Vehicles",Other Financial Vehicles,35,
53.0,531110,Sector 53 – Real Estate and Rental and Leasing,Subsector 531 – Real Estate,Lessors of Residential Buildings and Dwellings9,30,
53.0,531120,Sector 53 – Real Estate and Rental and Leasing,Subsector 531 – Real Estate,Lessors of Nonresidential Buildings (except Miniwarehouses)9,30,
53.0,531130,Sector 53 – Real Estate and Rental and Leasing,Subsector 531 – Real Estate,Lessors of Miniwarehouses and Self Storage Units9,30,
53.0,531190,Sector 53 – Real Estate and Rental and Leasing,Subsector 531 – Real Estate,Lessors of Other Real Estate Property9,30,
53.0,531210,Sector 53 – Real Estate and Rental and Leasing,Subsector 531 – Real Estate,Offices of Real Estate Agents and Brokers10,8,
53.0,531311,Sector 53 – Real Estate and Rental and Leasing,Subsector 531 – Real Estate,Residential Property Managers,8,
53.0,531312,Sector 53 – Real Estate and Rental and Leasing,Subsector 531 – Real Estate,Nonresidential Property Managers,8,
53.0,531320,Sector 53 – Real Estate and Rental and Leasing,Subsector 531 – Real Estate,Offices of Real Estate Appraisers,8,
53.0,531390,Sector 53 – Real Estate and Rental and Leasing,Subsector 531 – Real Estate,Other Activities Related to Real Estate,8,
53.0,532111,Sector 53 – Real Estate and Rental and Leasing,Subsector 532 – Rental and Leasing Services,Passenger Car Rental,41.5,
53.0,532112,Sector 53 – Real Estate and Rental and Leasing,Subsector 532 – Rental and Leasing Services,Passenger Car Leasing,41.5,
53.0,532120,Sector 53 – Real Estate and Rental and Leasing,Subsector 532 – Rental and Leasing Services,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",41.5,
53.0,532210,Sector 53 – Real Estate and Rental and Leasing,Subsector 532 – Rental and Leasing Services,Consumer Electronics and Appliances Rental,41.5,
53.0,532281,Sector 53 – Real Estate and Rental and Leasing,Subsector 532 – Rental and Leasing Services,Formal Wear and Costume Rental,22,
53.0,532282,Sector 53 – Real Estate and Rental and Leasing,Subsector 532 – Rental and Leasing Services,Video Tape and Disc Rental,30,
53.0,532283,Sector 53 – Real Estate and Rental and Leasing,Subsector 532 – Rental and Leasing Services,Home Health Equipment Rental,35,
53.0,532284,Sector 53 – Real Estate and Rental and Leasing,Subsector 532 – Rental and Leasing Services,Recreational Goods Rental,8,
53.0,532289,Sector 53 – Real Estate and Rental and Leasing,Subsector 532 – Rental and Leasing Services,All Other Consumer Goods Rental,8,
53.0,532310,Sector 53 – Real Estate and Rental and Leasing,Subsector 532 – Rental and Leasing Services,General Rental Centers,8,
53.0,532411,Sector 53 – Real Estate and Rental and Leasing,Subsector 532 – Rental and Leasing Services,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",35,
53.0,532412,Sector 53 – Real Estate and Rental and Leasing,Subsector 532 – Rental and Leasing Services,"Construction, Mining and Forestry Machinery and Equipment Rental and Leasing",35,
53.0,532420,Sector 53 – Real Estate and Rental and Leasing,Subsector 532 – Rental and Leasing Services,Office Machinery and Equipment Rental and Leasing,35,
53.0,532490,Sector 53 – Real Estate and Rental and Leasing,Subsector 532 – Rental and Leasing Services,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,35,
53.0,533110,Sector 53 – Real Estate and Rental and Leasing,Subsector 533 – Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),41.5,
54.0,541110,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Offices of Lawyers,12,
54.0,541191,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",Title Abstract and Settlement Offices,12,
54.0,541199,"Sector 54 – Professional, Scientific and Technical Services","Subsector 541 – Professional, Scientific and Technical Services",All Other Legal Services,12,
